row_index,date,time,temp,weather,wind,humidity,barometer,visibility
2024-01-26 04:22,2024-01-26,04:22,6 °C,Light rain. Fog.,N/A,89%,1020 mbar,6 km
2024-01-26 04:51,2024-01-26,04:51,6 °C,Light rain. Fog.,9 km/h,92%,1019 mbar,5 km
2024-01-26 05:32,2024-01-26,05:32,6 °C,Light rain. Fog.,7 km/h,92%,1020 mbar,6 km
2024-01-26 05:51,2024-01-26,05:51,6 °C,Light rain. Fog.,11 km/h,92%,1019 mbar,6 km
2024-01-26 06:41,2024-01-26,06:41,6 °C,Light rain. Fog.,15 km/h,92%,1020 mbar,6 km
2024-01-26 06:51,2024-01-26,06:51,6 °C,Fog.,11 km/h,92%,1018 mbar,8 km
2024-01-26 07:32,2024-01-26,07:32,6 °C,Light rain. Fog.,15 km/h,89%,1019 mbar,4 km
2024-01-26 07:51,2024-01-26,07:51,6 °C,Light rain. Fog.,17 km/h,89%,1018 mbar,5 km
2024-01-26 08:12,2024-01-26,08:12,6 °C,Light rain. Fog.,11 km/h,92%,1019 mbar,3 km
2024-01-26 08:29,2024-01-26,08:29,6 °C,Light rain. Fog.,15 km/h,92%,1019 mbar,5 km
2024-01-26 08:51,2024-01-26,08:51,6 °C,Light rain. Fog.,19 km/h,92%,1018 mbar,3 km
2024-01-26 09:00,2024-01-26,09:00,6 °C,Light rain. Fog.,11 km/h,89%,1019 mbar,3 km
2024-01-26 09:36,2024-01-26,09:36,6 °C,Fog.,11 km/h,89%,1019 mbar,5 km
2024-01-26 09:51,2024-01-26,09:51,6 °C,Fog.,13 km/h,89%,1018 mbar,6 km
2024-01-26 10:32,2024-01-26,10:32,6 °C,Fog.,13 km/h,89%,1019 mbar,5 km
2024-01-26 10:51,2024-01-26,10:51,6 °C,Fog.,13 km/h,89%,1018 mbar,6 km
2024-01-26 11:01,2024-01-26,11:01,6 °C,Fog.,20 km/h,89%,1018 mbar,8 km
2024-01-26 11:51,2024-01-26,11:51,7 °C,Low clouds.,19 km/h,89%,1016 mbar,16 km
2024-01-26 12:51,2024-01-26,12:51,7 °C,Low clouds.,9 km/h,85%,1016 mbar,16 km
2024-01-26 13:51,2024-01-26,13:51,6 °C,Fog.,N/A,89%,1015 mbar,8 km
2024-01-26 14:51,2024-01-26,14:51,6 °C,Low clouds.,13 km/h,89%,1016 mbar,14 km
2024-01-26 15:51,2024-01-26,15:51,7 °C,Low clouds.,7 km/h,85%,1016 mbar,16 km
2024-01-26 17:00,2024-01-26,17:00,7 °C,Low clouds.,7 km/h,85%,1017 mbar,16 km
2024-01-26 17:10,2024-01-26,17:10,7 °C,Overcast.,7 km/h,82%,1017 mbar,16 km
2024-01-26 17:51,2024-01-26,17:51,7 °C,Overcast.,6 km/h,85%,1016 mbar,14 km
2024-01-26 19:51,2024-01-26,19:51,7 °C,Low clouds.,6 km/h,86%,1018 mbar,13 km
2024-01-26 20:51,2024-01-26,20:51,7 °C,Fog.,No wind,86%,1018 mbar,6 km
2024-01-26 21:21,2024-01-26,21:21,7 °C,Fog.,6 km/h,90%,1019 mbar,6 km
2024-01-26 21:51,2024-01-26,21:51,7 °C,Fog.,No wind,86%,1018 mbar,8 km
2024-01-26 22:51,2024-01-26,22:51,7 °C,Fog.,6 km/h,89%,1018 mbar,8 km
2024-01-26 23:17,2024-01-26,23:17,7 °C,Fog.,No wind,89%,1019 mbar,8 km
2024-01-26 23:51,2024-01-26,23:51,7 °C,Fog.,6 km/h,89%,1019 mbar,6 km
2024-01-27 00:51,2024-01-27,00:51,7 °C,Fog.,7 km/h,89%,1019 mbar,6 km
2024-01-27 01:51,2024-01-27,01:51,7 °C,Fog.,6 km/h,90%,1019 mbar,10 km
2024-01-27 02:51,2024-01-27,02:51,7 °C,Partly cloudy.,N/A,86%,1020 mbar,11 km
2024-01-27 03:09,2024-01-27,03:09,7 °C,Passing clouds.,N/A,86%,1020 mbar,13 km
2024-01-27 04:01,2024-01-27,04:01,7 °C,Low clouds.,No wind,89%,1020 mbar,13 km
2024-01-27 04:37,2024-01-27,04:37,7 °C,Mostly cloudy.,6 km/h,86%,1021 mbar,13 km
2024-01-27 04:51,2024-01-27,04:51,7 °C,Fog.,6 km/h,89%,1020 mbar,6 km
2024-01-27 06:02,2024-01-27,06:02,7 °C,Overcast.,7 km/h,85%,1022 mbar,16 km
2024-01-27 06:51,2024-01-27,06:51,7 °C,Overcast.,9 km/h,82%,1022 mbar,16 km
2024-01-27 07:29,2024-01-27,07:29,7 °C,Cloudy.,17 km/h,82%,1023 mbar,16 km
2024-01-27 07:51,2024-01-27,07:51,7 °C,Overcast.,13 km/h,79%,1023 mbar,16 km
2024-01-27 09:02,2024-01-27,09:02,7 °C,More clouds than sun.,7 km/h,76%,1024 mbar,16 km
2024-01-27 09:51,2024-01-27,09:51,8 °C,Overcast.,9 km/h,71%,1023 mbar,16 km
2024-01-27 10:51,2024-01-27,10:51,8 °C,More clouds than sun.,7 km/h,71%,1024 mbar,16 km
2024-01-27 11:51,2024-01-27,11:51,9 °C,Overcast.,7 km/h,66%,1023 mbar,16 km
2024-01-27 12:51,2024-01-27,12:51,8 °C,Overcast.,6 km/h,64%,1023 mbar,16 km
2024-01-27 13:51,2024-01-27,13:51,8 °C,Overcast.,19 km/h,68%,1023 mbar,16 km
2024-01-27 14:51,2024-01-27,14:51,8 °C,Overcast.,6 km/h,66%,1023 mbar,16 km
2024-01-27 15:51,2024-01-27,15:51,8 °C,Overcast.,N/A,66%,1023 mbar,16 km
2024-01-27 16:51,2024-01-27,16:51,8 °C,Overcast.,N/A,68%,1023 mbar,16 km
2024-01-27 17:51,2024-01-27,17:51,8 °C,Overcast.,N/A,66%,1023 mbar,16 km
2024-01-27 19:51,2024-01-27,19:51,7 °C,Overcast.,7 km/h,68%,1022 mbar,16 km
2024-01-27 20:38,2024-01-27,20:38,7 °C,Passing clouds.,9 km/h,68%,1024 mbar,16 km
2024-01-27 20:51,2024-01-27,20:51,7 °C,Clear.,11 km/h,71%,1023 mbar,16 km
2024-01-27 21:51,2024-01-27,21:51,7 °C,Passing clouds.,6 km/h,73%,1022 mbar,16 km
2024-01-27 22:31,2024-01-27,22:31,6 °C,Passing clouds.,No wind,82%,1023 mbar,16 km
2024-01-27 22:51,2024-01-27,22:51,6 °C,Overcast.,6 km/h,82%,1022 mbar,16 km
2024-01-27 23:17,2024-01-27,23:17,6 °C,Overcast.,7 km/h,79%,1023 mbar,16 km
2024-01-27 23:51,2024-01-27,23:51,6 °C,Overcast.,9 km/h,79%,1021 mbar,16 km
2024-01-28 00:51,2024-01-28,00:51,6 °C,Mostly cloudy.,11 km/h,76%,1021 mbar,16 km
2024-01-28 01:51,2024-01-28,01:51,6 °C,Light rain. Mostly cloudy.,9 km/h,82%,1020 mbar,14 km
2024-01-28 02:33,2024-01-28,02:33,5 °C,Light rain. Overcast.,7 km/h,86%,1019 mbar,14 km
2024-01-28 02:51,2024-01-28,02:51,5 °C,Light rain. Overcast.,9 km/h,86%,1018 mbar,14 km
2024-01-28 03:14,2024-01-28,03:14,5 °C,Light rain. Fog.,15 km/h,86%,1019 mbar,8 km
2024-01-28 03:57,2024-01-28,03:57,4 °C,Light rain. Fog.,15 km/h,89%,1017 mbar,6 km
2024-01-28 04:16,2024-01-28,04:16,4 °C,Light rain. Mostly cloudy.,6 km/h,89%,1018 mbar,11 km
2024-01-28 04:51,2024-01-28,04:51,4 °C,Light rain. Fog.,9 km/h,89%,1017 mbar,5 km
2024-01-28 05:51,2024-01-28,05:51,4 °C,Light rain. Fog.,7 km/h,89%,1015 mbar,8 km
2024-01-28 06:51,2024-01-28,06:51,4 °C,Rain. Fog.,15 km/h,89%,1015 mbar,5 km
2024-01-28 08:06,2024-01-28,08:06,4 °C,Rain. Fog.,15 km/h,89%,1015 mbar,5 km
2024-01-28 08:21,2024-01-28,08:21,4 °C,Rain. Fog.,20 km/h,89%,1015 mbar,5 km
2024-01-28 08:56,2024-01-28,08:56,4 °C,Light rain. Fog.,9 km/h,89%,1014 mbar,4 km
2024-01-28 09:07,2024-01-28,09:07,4 °C,Light rain. Fog.,N/A,89%,1014 mbar,5 km
2024-01-28 09:51,2024-01-28,09:51,4 °C,Light rain. Mostly cloudy.,22 km/h,89%,1011 mbar,14 km
2024-01-28 10:51,2024-01-28,10:51,4 °C,Low clouds.,26 km/h,86%,1009 mbar,16 km
2024-01-28 11:51,2024-01-28,11:51,4 °C,Light rain. Fog.,N/A,89%,1008 mbar,8 km
2024-01-28 12:51,2024-01-28,12:51,4 °C,Light rain. Fog.,24 km/h,89%,1006 mbar,5 km
2024-01-28 13:05,2024-01-28,13:05,4 °C,Light rain. Fog.,37 km/h,89%,1007 mbar,4 km
2024-01-28 13:51,2024-01-28,13:51,4 °C,Light rain. Fog.,39 km/h,89%,1005 mbar,6 km
2024-01-28 15:04,2024-01-28,15:04,4 °C,Light rain. Fog.,32 km/h,89%,1005 mbar,5 km
2024-01-28 15:51,2024-01-28,15:51,4 °C,Light rain. Fog.,11 km/h,89%,1004 mbar,5 km
2024-01-28 16:27,2024-01-28,16:27,4 °C,Light rain. Fog.,N/A,89%,1005 mbar,8 km
2024-01-28 16:51,2024-01-28,16:51,4 °C,Light rain. Fog.,6 km/h,89%,1004 mbar,6 km
2024-01-28 17:51,2024-01-28,17:51,4 °C,Light rain. Fog.,15 km/h,89%,1004 mbar,6 km
2024-01-28 19:51,2024-01-28,19:51,3 °C,Fog.,15 km/h,90%,1004 mbar,8 km
2024-01-28 20:51,2024-01-28,20:51,3 °C,Low clouds.,9 km/h,86%,1003 mbar,14 km
2024-01-28 21:14,2024-01-28,21:14,3 °C,Overcast.,11 km/h,86%,1004 mbar,16 km
2024-01-28 21:58,2024-01-28,21:58,3 °C,Fog.,13 km/h,89%,1004 mbar,8 km
2024-01-28 22:51,2024-01-28,22:51,3 °C,Fog.,9 km/h,89%,1003 mbar,8 km
2024-01-28 23:33,2024-01-28,23:33,3 °C,Fog.,15 km/h,89%,1004 mbar,10 km
2024-01-28 23:58,2024-01-28,23:58,3 °C,Light rain. Fog.,7 km/h,90%,1004 mbar,5 km
2024-01-29 00:51,2024-01-29,00:51,3 °C,Fog.,No wind,89%,1004 mbar,6 km
2024-01-29 01:27,2024-01-29,01:27,3 °C,Light rain. Mostly cloudy.,6 km/h,89%,1004 mbar,11 km
2024-01-29 01:51,2024-01-29,01:51,3 °C,Light rain. Mostly cloudy.,N/A,86%,1004 mbar,16 km
2024-01-29 02:51,2024-01-29,02:51,3 °C,Light rain. Overcast.,N/A,86%,1004 mbar,16 km
2024-01-29 03:24,2024-01-29,03:24,3 °C,Light rain. Overcast.,No wind,89%,1005 mbar,13 km
2024-01-29 03:51,2024-01-29,03:51,3 °C,Mostly cloudy.,15 km/h,86%,1005 mbar,16 km
2024-01-29 04:07,2024-01-29,04:07,3 °C,Mostly cloudy.,6 km/h,83%,1006 mbar,16 km
2024-01-29 04:35,2024-01-29,04:35,3 °C,Mostly cloudy.,15 km/h,83%,1006 mbar,16 km
2024-01-29 04:51,2024-01-29,04:51,3 °C,Light rain. Overcast.,N/A,79%,1005 mbar,16 km
2024-01-29 05:51,2024-01-29,05:51,3 °C,Light rain. Overcast.,9 km/h,82%,1006 mbar,16 km
2024-01-29 06:10,2024-01-29,06:10,3 °C,Light rain. Mostly cloudy.,6 km/h,82%,1007 mbar,16 km
2024-01-29 06:51,2024-01-29,06:51,3 °C,Overcast.,17 km/h,79%,1007 mbar,16 km
2024-01-29 07:51,2024-01-29,07:51,3 °C,Overcast.,15 km/h,79%,1008 mbar,16 km
2024-01-29 08:51,2024-01-29,08:51,3 °C,Overcast.,13 km/h,79%,1009 mbar,16 km
2024-01-29 09:51,2024-01-29,09:51,3 °C,Overcast.,N/A,76%,1010 mbar,16 km
2024-01-29 10:51,2024-01-29,10:51,3 °C,Overcast.,11 km/h,76%,1010 mbar,16 km
2024-01-29 11:51,2024-01-29,11:51,4 °C,Overcast.,N/A,73%,1010 mbar,16 km
2024-01-29 13:00,2024-01-29,13:00,4 °C,Overcast.,20 km/h,70%,1012 mbar,16 km
2024-01-29 13:51,2024-01-29,13:51,4 °C,Overcast.,N/A,68%,1011 mbar,16 km
2024-01-29 14:51,2024-01-29,14:51,4 °C,Overcast.,N/A,67%,1011 mbar,16 km
2024-01-29 15:51,2024-01-29,15:51,4 °C,Overcast.,13 km/h,67%,1013 mbar,16 km
2024-01-29 16:51,2024-01-29,16:51,3 °C,Overcast.,11 km/h,68%,1014 mbar,16 km
2024-01-29 17:08,2024-01-29,17:08,3 °C,Mostly cloudy.,15 km/h,65%,1015 mbar,16 km
2024-01-29 17:51,2024-01-29,17:51,3 °C,Overcast.,9 km/h,70%,1015 mbar,16 km
2024-01-29 19:51,2024-01-29,19:51,3 °C,Overcast.,13 km/h,67%,1017 mbar,16 km
2024-01-29 20:51,2024-01-29,20:51,3 °C,Overcast.,15 km/h,65%,1018 mbar,16 km
2024-01-29 21:51,2024-01-29,21:51,3 °C,Overcast.,17 km/h,65%,1019 mbar,16 km
2024-01-29 22:51,2024-01-29,22:51,2 °C,Overcast.,13 km/h,67%,1019 mbar,16 km
2024-01-29 23:51,2024-01-29,23:51,2 °C,Overcast.,7 km/h,67%,1020 mbar,16 km
2024-01-30 00:06,2024-01-30,00:06,2 °C,Mostly cloudy.,7 km/h,67%,1020 mbar,16 km
2024-01-30 00:15,2024-01-30,00:15,2 °C,Mostly cloudy.,13 km/h,67%,1020 mbar,16 km
2024-01-30 00:51,2024-01-30,00:51,2 °C,Overcast.,6 km/h,64%,1020 mbar,16 km
2024-01-30 01:51,2024-01-30,01:51,2 °C,Overcast.,No wind,67%,1020 mbar,16 km
2024-01-30 02:21,2024-01-30,02:21,2 °C,Overcast.,9 km/h,64%,1021 mbar,16 km
2024-01-30 03:03,2024-01-30,03:03,2 °C,Overcast.,15 km/h,61%,1021 mbar,16 km
2024-01-30 03:51,2024-01-30,03:51,2 °C,Overcast.,6 km/h,59%,1021 mbar,16 km
2024-01-30 04:51,2024-01-30,04:51,2 °C,Overcast.,7 km/h,61%,1021 mbar,16 km
2024-01-30 05:51,2024-01-30,05:51,2 °C,Overcast.,9 km/h,61%,1022 mbar,16 km
2024-01-30 06:20,2024-01-30,06:20,2 °C,Overcast.,6 km/h,64%,1023 mbar,16 km
2024-01-30 06:51,2024-01-30,06:51,2 °C,Overcast.,13 km/h,61%,1022 mbar,16 km
2024-01-30 07:51,2024-01-30,07:51,2 °C,Overcast.,N/A,61%,1023 mbar,16 km
2024-01-30 08:51,2024-01-30,08:51,2 °C,Overcast.,N/A,59%,1023 mbar,16 km
2024-01-30 09:51,2024-01-30,09:51,2 °C,Overcast.,6 km/h,62%,1023 mbar,16 km
2024-01-30 10:51,2024-01-30,10:51,3 °C,Overcast.,9 km/h,60%,1023 mbar,14 km
2024-01-30 11:51,2024-01-30,11:51,3 °C,Overcast.,9 km/h,57%,1023 mbar,16 km
2024-01-30 13:01,2024-01-30,13:01,3 °C,Mostly cloudy.,9 km/h,60%,1023 mbar,16 km
2024-01-30 13:51,2024-01-30,13:51,3 °C,Overcast.,N/A,62%,1022 mbar,16 km
2024-01-30 14:51,2024-01-30,14:51,3 °C,Overcast.,N/A,57%,1022 mbar,16 km
2024-01-30 15:51,2024-01-30,15:51,3 °C,Overcast.,7 km/h,60%,1022 mbar,16 km
2024-01-30 16:51,2024-01-30,16:51,3 °C,Overcast.,13 km/h,60%,1022 mbar,16 km
2024-01-30 17:51,2024-01-30,17:51,3 °C,Overcast.,No wind,60%,1022 mbar,16 km
2024-01-30 19:51,2024-01-30,19:51,2 °C,Light snow. Overcast.,11 km/h,75%,1022 mbar,13 km
2024-01-30 20:51,2024-01-30,20:51,2 °C,Mostly cloudy.,7 km/h,79%,1022 mbar,14 km
2024-01-30 21:07,2024-01-30,21:07,2 °C,Light rain. Overcast.,9 km/h,82%,1023 mbar,13 km
2024-01-30 21:51,2024-01-30,21:51,2 °C,Light snow. Overcast.,N/A,85%,1022 mbar,13 km
2024-01-30 22:51,2024-01-30,22:51,2 °C,Mostly cloudy.,No wind,85%,1022 mbar,13 km
2024-01-30 23:51,2024-01-30,23:51,2 °C,Mostly cloudy.,15 km/h,82%,1022 mbar,16 km
2024-01-31 00:51,2024-01-31,00:51,2 °C,Mostly cloudy.,7 km/h,78%,1021 mbar,16 km
2024-01-31 01:27,2024-01-31,01:27,2 °C,Mostly cloudy.,No wind,82%,1022 mbar,14 km
2024-01-31 01:51,2024-01-31,01:51,2 °C,Overcast.,6 km/h,82%,1021 mbar,11 km
2024-01-31 02:33,2024-01-31,02:33,2 °C,Low clouds.,9 km/h,85%,1022 mbar,13 km
2024-01-31 02:51,2024-01-31,02:51,2 °C,Mostly cloudy.,15 km/h,85%,1021 mbar,13 km
2024-01-31 03:51,2024-01-31,03:51,1 °C,Mostly cloudy.,11 km/h,85%,1021 mbar,14 km
2024-01-31 04:51,2024-01-31,04:51,2 °C,Overcast.,7 km/h,78%,1020 mbar,16 km
2024-01-31 05:51,2024-01-31,05:51,2 °C,Mostly cloudy.,11 km/h,75%,1020 mbar,16 km
2024-01-31 06:51,2024-01-31,06:51,2 °C,Overcast.,13 km/h,75%,1021 mbar,16 km
2024-01-31 07:33,2024-01-31,07:33,2 °C,More clouds than sun.,11 km/h,72%,1021 mbar,16 km
2024-01-31 07:51,2024-01-31,07:51,2 °C,Mostly cloudy.,6 km/h,70%,1021 mbar,16 km
2024-01-31 08:51,2024-01-31,08:51,2 °C,Mostly cloudy.,6 km/h,70%,1020 mbar,16 km
2024-01-31 09:16,2024-01-31,09:16,3 °C,More clouds than sun.,No wind,67%,1021 mbar,16 km
2024-01-31 09:40,2024-01-31,09:40,3 °C,Cloudy.,7 km/h,67%,1021 mbar,16 km
2024-01-31 09:51,2024-01-31,09:51,3 °C,Cloudy.,6 km/h,67%,1020 mbar,16 km
2024-01-31 10:51,2024-01-31,10:51,3 °C,Overcast.,11 km/h,65%,1020 mbar,16 km
2024-01-31 11:51,2024-01-31,11:51,3 °C,Overcast.,11 km/h,68%,1020 mbar,16 km
2024-01-31 12:51,2024-01-31,12:51,4 °C,Overcast.,7 km/h,65%,1019 mbar,16 km
2024-01-31 13:51,2024-01-31,13:51,4 °C,Mostly cloudy.,No wind,67%,1019 mbar,16 km
2024-01-31 14:13,2024-01-31,14:13,4 °C,More clouds than sun.,No wind,65%,1020 mbar,16 km
2024-01-31 14:29,2024-01-31,14:29,4 °C,Mostly cloudy.,No wind,65%,1020 mbar,16 km
2024-01-31 15:07,2024-01-31,15:07,4 °C,More clouds than sun.,7 km/h,65%,1020 mbar,16 km
2024-01-31 15:58,2024-01-31,15:58,4 °C,More clouds than sun.,6 km/h,70%,1020 mbar,16 km
2024-01-31 16:51,2024-01-31,16:51,4 °C,Overcast.,No wind,70%,1019 mbar,16 km
2024-01-31 17:51,2024-01-31,17:51,4 °C,Overcast.,No wind,70%,1019 mbar,16 km
2024-01-31 19:51,2024-01-31,19:51,4 °C,Overcast.,6 km/h,67%,1018 mbar,16 km
2024-01-31 20:51,2024-01-31,20:51,3 °C,Overcast.,6 km/h,70%,1018 mbar,16 km
2024-01-31 21:51,2024-01-31,21:51,4 °C,Overcast.,6 km/h,70%,1018 mbar,16 km
2024-01-31 22:51,2024-01-31,22:51,4 °C,Overcast.,9 km/h,73%,1018 mbar,16 km
2024-01-31 23:51,2024-01-31,23:51,4 °C,Overcast.,No wind,73%,1018 mbar,16 km
2024-02-01 00:20,2024-02-01,00:20,4 °C,Overcast.,No wind,73%,1019 mbar,16 km
2024-02-01 00:51,2024-02-01,00:51,4 °C,Overcast.,No wind,73%,1017 mbar,16 km
2024-02-01 01:51,2024-02-01,01:51,4 °C,Overcast.,6 km/h,68%,1017 mbar,16 km
2024-02-01 02:36,2024-02-01,02:36,3 °C,Passing clouds.,No wind,70%,1018 mbar,16 km
2024-02-01 02:51,2024-02-01,02:51,4 °C,Clear.,No wind,67%,1017 mbar,16 km
2024-02-01 03:51,2024-02-01,03:51,3 °C,Clear.,9 km/h,79%,1017 mbar,16 km
2024-02-01 04:51,2024-02-01,04:51,3 °C,Clear.,6 km/h,76%,1017 mbar,14 km
2024-02-01 05:51,2024-02-01,05:51,3 °C,Clear.,6 km/h,79%,1017 mbar,14 km
2024-02-01 06:51,2024-02-01,06:51,4 °C,Overcast.,7 km/h,73%,1017 mbar,13 km
2024-02-01 07:51,2024-02-01,07:51,4 °C,Overcast.,7 km/h,70%,1017 mbar,10 km
2024-02-01 08:51,2024-02-01,08:51,5 °C,Overcast.,N/A,67%,1017 mbar,11 km
2024-02-01 09:51,2024-02-01,09:51,6 °C,Overcast.,9 km/h,71%,1017 mbar,14 km
2024-02-01 10:51,2024-02-01,10:51,6 °C,Overcast.,9 km/h,71%,1017 mbar,13 km
2024-02-01 11:51,2024-02-01,11:51,6 °C,Overcast.,7 km/h,71%,1016 mbar,13 km
2024-02-01 12:51,2024-02-01,12:51,6 °C,Overcast.,9 km/h,65%,1015 mbar,13 km
2024-02-01 13:51,2024-02-01,13:51,7 °C,Overcast.,11 km/h,63%,1014 mbar,13 km
2024-02-01 14:51,2024-02-01,14:51,7 °C,Overcast.,6 km/h,58%,1013 mbar,16 km
2024-02-01 15:51,2024-02-01,15:51,7 °C,Overcast.,15 km/h,58%,1013 mbar,16 km
2024-02-01 16:51,2024-02-01,16:51,7 °C,Overcast.,6 km/h,60%,1013 mbar,16 km
2024-02-01 17:51,2024-02-01,17:51,7 °C,Overcast.,N/A,60%,1013 mbar,16 km
2024-02-01 19:51,2024-02-01,19:51,8 °C,Overcast.,No wind,58%,1013 mbar,16 km
2024-02-01 20:51,2024-02-01,20:51,7 °C,Overcast.,6 km/h,60%,1013 mbar,16 km
2024-02-01 21:51,2024-02-01,21:51,8 °C,Overcast.,No wind,58%,1013 mbar,16 km
2024-02-01 22:51,2024-02-01,22:51,8 °C,Overcast.,7 km/h,58%,1012 mbar,16 km
2024-02-01 23:51,2024-02-01,23:51,8 °C,Overcast.,6 km/h,61%,1012 mbar,16 km
2024-02-02 00:51,2024-02-02,00:51,7 °C,Light rain. Overcast.,No wind,73%,1012 mbar,13 km
2024-02-02 01:24,2024-02-02,01:24,6 °C,Light rain. Mostly cloudy.,6 km/h,79%,1013 mbar,6 km
2024-02-02 01:51,2024-02-02,01:51,6 °C,Light rain. Mostly cloudy.,No wind,82%,1012 mbar,6 km
2024-02-02 02:26,2024-02-02,02:26,6 °C,Light rain. Overcast.,6 km/h,82%,1012 mbar,6 km
2024-02-02 02:51,2024-02-02,02:51,5 °C,Rain. Fog.,9 km/h,86%,1011 mbar,5 km
2024-02-02 03:51,2024-02-02,03:51,6 °C,Overcast.,7 km/h,85%,1010 mbar,13 km
2024-02-02 04:51,2024-02-02,04:51,6 °C,Overcast.,No wind,79%,1010 mbar,13 km
2024-02-02 05:51,2024-02-02,05:51,6 °C,Mostly cloudy.,9 km/h,79%,1010 mbar,14 km
2024-02-02 07:02,2024-02-02,07:02,7 °C,Mostly cloudy.,No wind,79%,1011 mbar,14 km
2024-02-02 07:32,2024-02-02,07:32,7 °C,Light rain. More clouds than sun.,6 km/h,79%,1011 mbar,14 km
2024-02-02 07:51,2024-02-02,07:51,7 °C,Overcast.,No wind,82%,1010 mbar,11 km
2024-02-02 08:35,2024-02-02,08:35,6 °C,Light rain. Mostly cloudy.,No wind,82%,1011 mbar,6 km
2024-02-02 09:02,2024-02-02,09:02,6 °C,Light rain. Fog.,6 km/h,86%,1012 mbar,3 km
2024-02-02 09:08,2024-02-02,09:08,6 °C,Light rain. Fog.,7 km/h,86%,1012 mbar,3 km
2024-02-02 09:25,2024-02-02,09:25,6 °C,Light rain. Fog.,No wind,89%,1012 mbar,3 km
2024-02-02 09:51,2024-02-02,09:51,6 °C,Light rain. Fog.,13 km/h,89%,1011 mbar,3 km
2024-02-02 10:37,2024-02-02,10:37,6 °C,Light rain. Fog.,7 km/h,89%,1012 mbar,5 km
2024-02-02 10:57,2024-02-02,10:57,6 °C,Light rain. Fog.,N/A,85%,1012 mbar,4 km
2024-02-02 11:19,2024-02-02,11:19,5 °C,Light rain. Fog.,9 km/h,89%,1012 mbar,5 km
2024-02-02 11:31,2024-02-02,11:31,5 °C,Light rain. Fog.,7 km/h,89%,1012 mbar,6 km
2024-02-02 11:51,2024-02-02,11:51,5 °C,Light rain. Fog.,19 km/h,86%,1011 mbar,8 km
2024-02-02 12:59,2024-02-02,12:59,6 °C,Overcast.,7 km/h,82%,1012 mbar,16 km
2024-02-02 13:51,2024-02-02,13:51,6 °C,Cloudy.,N/A,79%,1011 mbar,16 km
2024-02-02 14:51,2024-02-02,14:51,6 °C,Overcast.,17 km/h,74%,1011 mbar,16 km
2024-02-02 15:42,2024-02-02,15:42,6 °C,More clouds than sun.,17 km/h,74%,1013 mbar,16 km
2024-02-02 15:51,2024-02-02,15:51,6 °C,Overcast.,11 km/h,71%,1012 mbar,16 km
2024-02-02 16:51,2024-02-02,16:51,6 °C,Mostly cloudy.,11 km/h,73%,1013 mbar,16 km
2024-02-02 17:51,2024-02-02,17:51,5 °C,Mostly cloudy.,13 km/h,70%,1014 mbar,16 km
2024-02-02 19:51,2024-02-02,19:51,5 °C,Clear.,11 km/h,62%,1015 mbar,16 km
2024-02-02 20:51,2024-02-02,20:51,4 °C,Passing clouds.,9 km/h,65%,1015 mbar,16 km
2024-02-02 21:51,2024-02-02,21:51,4 °C,Passing clouds.,13 km/h,60%,1016 mbar,16 km
2024-02-02 22:51,2024-02-02,22:51,4 °C,Passing clouds.,17 km/h,57%,1016 mbar,16 km
2024-02-02 23:51,2024-02-02,23:51,3 °C,Passing clouds.,11 km/h,58%,1016 mbar,16 km
2024-02-03 00:51,2024-02-03,00:51,2 °C,Passing clouds.,7 km/h,62%,1016 mbar,16 km
2024-02-03 01:51,2024-02-03,01:51,2 °C,Passing clouds.,13 km/h,59%,1016 mbar,16 km
2024-02-03 02:51,2024-02-03,02:51,2 °C,Overcast.,N/A,61%,1016 mbar,16 km
2024-02-03 03:51,2024-02-03,03:51,2 °C,Overcast.,9 km/h,64%,1016 mbar,16 km
2024-02-03 04:51,2024-02-03,04:51,1 °C,Passing clouds.,9 km/h,64%,1017 mbar,16 km
2024-02-03 05:51,2024-02-03,05:51,1 °C,Passing clouds.,17 km/h,66%,1017 mbar,16 km
2024-02-03 06:51,2024-02-03,06:51,1 °C,Passing clouds.,19 km/h,63%,1018 mbar,16 km
2024-02-03 07:51,2024-02-03,07:51,0 °C,Sunny.,15 km/h,64%,1018 mbar,16 km
2024-02-03 08:51,2024-02-03,08:51,1 °C,Sunny.,15 km/h,59%,1018 mbar,16 km
2024-02-03 09:51,2024-02-03,09:51,2 °C,Sunny.,11 km/h,56%,1019 mbar,16 km
2024-02-03 10:51,2024-02-03,10:51,3 °C,Sunny.,13 km/h,52%,1018 mbar,16 km
2024-02-03 11:51,2024-02-03,11:51,4 °C,Sunny.,22 km/h,46%,1018 mbar,16 km
2024-02-03 12:51,2024-02-03,12:51,6 °C,Sunny.,15 km/h,39%,1017 mbar,16 km
2024-02-03 13:51,2024-02-03,13:51,6 °C,Sunny.,11 km/h,39%,1016 mbar,16 km
2024-02-03 14:51,2024-02-03,14:51,6 °C,Sunny.,9 km/h,37%,1016 mbar,16 km
2024-02-03 15:51,2024-02-03,15:51,6 °C,Sunny.,19 km/h,38%,1016 mbar,16 km
2024-02-03 16:51,2024-02-03,16:51,5 °C,Sunny.,17 km/h,39%,1016 mbar,16 km
2024-02-03 17:51,2024-02-03,17:51,4 °C,Clear.,11 km/h,41%,1017 mbar,16 km
2024-02-03 19:51,2024-02-03,19:51,4 °C,Clear.,19 km/h,45%,1017 mbar,16 km
