row_index,date,time,temp,weather,wind,humidity,barometer,visibility
2024-04-06 17:51,2024-04-06,17:51,11 °C,Overcast.,13 km/h,35%,1010 mbar,16 km
2024-04-06 18:51,2024-04-06,18:51,11 °C,Overcast.,13 km/h,39%,1011 mbar,16 km
2024-04-06 19:51,2024-04-06,19:51,11 °C,Overcast.,13 km/h,39%,1012 mbar,16 km
2024-04-06 20:51,2024-04-06,20:51,9 °C,Passing clouds.,15 km/h,44%,1013 mbar,16 km
2024-04-06 21:51,2024-04-06,21:51,9 °C,Passing clouds.,9 km/h,44%,1013 mbar,16 km
2024-04-06 22:51,2024-04-06,22:51,8 °C,Passing clouds.,7 km/h,46%,1014 mbar,16 km
2024-04-06 23:51,2024-04-06,23:51,8 °C,Passing clouds.,13 km/h,48%,1014 mbar,16 km
2024-04-07 00:51,2024-04-07,00:51,7 °C,Overcast.,17 km/h,49%,1015 mbar,16 km
2024-04-07 01:51,2024-04-07,01:51,7 °C,Overcast.,N/A,49%,1015 mbar,16 km
2024-04-07 02:51,2024-04-07,02:51,7 °C,Passing clouds.,6 km/h,51%,1014 mbar,16 km
2024-04-07 03:51,2024-04-07,03:51,7 °C,Passing clouds.,No wind,51%,1015 mbar,16 km
2024-04-07 04:51,2024-04-07,04:51,7 °C,Passing clouds.,11 km/h,53%,1015 mbar,16 km
2024-04-07 05:51,2024-04-07,05:51,6 °C,Passing clouds.,9 km/h,58%,1016 mbar,16 km
2024-04-07 06:51,2024-04-07,06:51,7 °C,Overcast.,9 km/h,58%,1016 mbar,16 km
2024-04-07 07:51,2024-04-07,07:51,7 °C,Mostly cloudy.,9 km/h,58%,1017 mbar,16 km
2024-04-07 08:51,2024-04-07,08:51,8 °C,Partly sunny.,15 km/h,52%,1017 mbar,16 km
2024-04-07 09:51,2024-04-07,09:51,10 °C,Scattered clouds.,20 km/h,44%,1018 mbar,16 km
2024-04-07 10:51,2024-04-07,10:51,10 °C,Partly sunny.,N/A,43%,1018 mbar,16 km
2024-04-07 11:51,2024-04-07,11:51,11 °C,Partly sunny.,11 km/h,38%,1018 mbar,16 km
2024-04-07 12:51,2024-04-07,12:51,13 °C,Scattered clouds.,9 km/h,34%,1018 mbar,16 km
2024-04-07 13:51,2024-04-07,13:51,15 °C,Partly sunny.,13 km/h,32%,1018 mbar,16 km
2024-04-07 14:51,2024-04-07,14:51,14 °C,Scattered clouds.,24 km/h,33%,1017 mbar,16 km
2024-04-07 15:51,2024-04-07,15:51,15 °C,Sunny.,17 km/h,31%,1017 mbar,16 km
2024-04-07 16:51,2024-04-07,16:51,14 °C,Sunny.,19 km/h,31%,1017 mbar,16 km
2024-04-07 17:51,2024-04-07,17:51,14 °C,Sunny.,13 km/h,30%,1018 mbar,16 km
2024-04-07 18:51,2024-04-07,18:51,13 °C,Sunny.,13 km/h,32%,1018 mbar,16 km
2024-04-07 19:51,2024-04-07,19:51,13 °C,Clear.,6 km/h,33%,1019 mbar,16 km
2024-04-07 20:51,2024-04-07,20:51,11 °C,Clear.,7 km/h,52%,1019 mbar,16 km
2024-04-07 21:51,2024-04-07,21:51,9 °C,Clear.,No wind,61%,1020 mbar,16 km
2024-04-07 22:51,2024-04-07,22:51,9 °C,Clear.,No wind,63%,1020 mbar,16 km
2024-04-07 23:51,2024-04-07,23:51,9 °C,Clear.,6 km/h,56%,1021 mbar,16 km
2024-04-08 00:51,2024-04-08,00:51,8 °C,Clear.,9 km/h,61%,1021 mbar,16 km
2024-04-08 01:51,2024-04-08,01:51,8 °C,Clear.,11 km/h,61%,1021 mbar,16 km
2024-04-08 02:51,2024-04-08,02:51,8 °C,Clear.,6 km/h,56%,1021 mbar,16 km
2024-04-08 03:51,2024-04-08,03:51,8 °C,Clear.,No wind,56%,1021 mbar,16 km
2024-04-08 04:51,2024-04-08,04:51,7 °C,Clear.,No wind,49%,1021 mbar,16 km
2024-04-08 05:51,2024-04-08,05:51,6 °C,Clear.,No wind,53%,1021 mbar,16 km
2024-04-08 06:51,2024-04-08,06:51,7 °C,Sunny.,6 km/h,47%,1022 mbar,16 km
2024-04-08 07:51,2024-04-08,07:51,7 °C,Sunny.,7 km/h,48%,1022 mbar,16 km
2024-04-08 08:51,2024-04-08,08:51,9 °C,Sunny.,11 km/h,41%,1022 mbar,16 km
2024-04-08 09:51,2024-04-08,09:51,12 °C,Sunny.,6 km/h,37%,1022 mbar,16 km
2024-04-08 10:51,2024-04-08,10:51,14 °C,Sunny.,6 km/h,26%,1022 mbar,16 km
2024-04-08 11:51,2024-04-08,11:51,16 °C,Sunny.,7 km/h,20%,1022 mbar,16 km
2024-04-08 12:51,2024-04-08,12:51,18 °C,Sunny.,9 km/h,18%,1021 mbar,16 km
2024-04-08 13:51,2024-04-08,13:51,19 °C,Sunny.,6 km/h,16%,1020 mbar,16 km
2024-04-08 14:51,2024-04-08,14:51,19 °C,Sunny.,No wind,16%,1019 mbar,16 km
2024-04-08 15:51,2024-04-08,15:51,17 °C,Sunny.,No wind,19%,1018 mbar,16 km
2024-04-08 16:51,2024-04-08,16:51,19 °C,Sunny.,9 km/h,18%,1018 mbar,16 km
2024-04-08 17:51,2024-04-08,17:51,17 °C,Sunny.,No wind,25%,1019 mbar,16 km
2024-04-08 18:51,2024-04-08,18:51,14 °C,Light rain. Overcast.,No wind,41%,1019 mbar,16 km
2024-04-08 19:51,2024-04-08,19:51,15 °C,Passing clouds.,No wind,36%,1019 mbar,16 km
2024-04-08 20:51,2024-04-08,20:51,15 °C,Passing clouds.,No wind,41%,1019 mbar,16 km
2024-04-08 21:51,2024-04-08,21:51,14 °C,Passing clouds.,No wind,44%,1018 mbar,16 km
2024-04-08 22:51,2024-04-08,22:51,14 °C,Clear.,No wind,44%,1018 mbar,16 km
2024-04-08 23:51,2024-04-08,23:51,13 °C,Clear.,No wind,47%,1018 mbar,16 km
2024-04-09 00:51,2024-04-09,00:51,13 °C,Clear.,6 km/h,47%,1018 mbar,16 km
2024-04-09 01:51,2024-04-09,01:51,14 °C,Passing clouds.,No wind,44%,1018 mbar,16 km
2024-04-09 02:51,2024-04-09,02:51,15 °C,Overcast.,No wind,38%,1017 mbar,16 km
2024-04-09 03:51,2024-04-09,03:51,15 °C,Passing clouds.,No wind,39%,1017 mbar,16 km
2024-04-09 04:51,2024-04-09,04:51,14 °C,Clear.,No wind,42%,1016 mbar,16 km
2024-04-09 05:51,2024-04-09,05:51,13 °C,Clear.,No wind,47%,1016 mbar,16 km
2024-04-09 06:51,2024-04-09,06:51,13 °C,Sunny.,9 km/h,46%,1017 mbar,16 km
2024-04-09 07:51,2024-04-09,07:51,14 °C,Sunny.,6 km/h,43%,1018 mbar,16 km
2024-04-09 08:51,2024-04-09,08:51,16 °C,Sunny.,6 km/h,41%,1017 mbar,16 km
2024-04-09 09:51,2024-04-09,09:51,18 °C,Sunny.,No wind,35%,1017 mbar,16 km
2024-04-09 10:51,2024-04-09,10:51,20 °C,Sunny.,7 km/h,30%,1017 mbar,16 km
2024-04-09 11:51,2024-04-09,11:51,22 °C,Sunny.,7 km/h,27%,1017 mbar,16 km
2024-04-09 12:51,2024-04-09,12:51,24 °C,Sunny.,No wind,24%,1017 mbar,16 km
2024-04-09 13:51,2024-04-09,13:51,26 °C,Sunny.,6 km/h,23%,1017 mbar,16 km
2024-04-09 14:51,2024-04-09,14:51,26 °C,Sunny.,6 km/h,22%,1016 mbar,16 km
2024-04-09 15:51,2024-04-09,15:51,26 °C,Sunny.,7 km/h,23%,1016 mbar,16 km
2024-04-09 16:51,2024-04-09,16:51,24 °C,Sunny.,6 km/h,24%,1015 mbar,16 km
2024-04-09 17:51,2024-04-09,17:51,22 °C,Sunny.,N/A,30%,1016 mbar,16 km
2024-04-09 18:51,2024-04-09,18:51,18 °C,Sunny.,9 km/h,34%,1016 mbar,16 km
2024-04-09 19:51,2024-04-09,19:51,17 °C,Clear.,13 km/h,37%,1016 mbar,16 km
2024-04-09 20:51,2024-04-09,20:51,18 °C,Clear.,9 km/h,40%,1016 mbar,16 km
2024-04-09 21:51,2024-04-09,21:51,18 °C,Clear.,No wind,39%,1016 mbar,16 km
2024-04-09 22:51,2024-04-09,22:51,17 °C,Clear.,6 km/h,41%,1016 mbar,16 km
2024-04-09 23:51,2024-04-09,23:51,16 °C,Clear.,No wind,47%,1016 mbar,16 km
2024-04-10 00:51,2024-04-10,00:51,15 °C,Clear.,7 km/h,51%,1016 mbar,16 km
2024-04-10 01:51,2024-04-10,01:51,14 °C,Clear.,7 km/h,55%,1016 mbar,16 km
2024-04-10 02:51,2024-04-10,02:51,13 °C,Clear.,6 km/h,55%,1016 mbar,16 km
2024-04-10 03:51,2024-04-10,03:51,12 °C,Clear.,7 km/h,62%,1016 mbar,16 km
2024-04-10 04:51,2024-04-10,04:51,12 °C,Clear.,11 km/h,64%,1016 mbar,16 km
2024-04-10 05:51,2024-04-10,05:51,12 °C,Clear.,7 km/h,66%,1017 mbar,16 km
2024-04-10 06:51,2024-04-10,06:51,12 °C,Sunny.,13 km/h,69%,1018 mbar,16 km
2024-04-10 07:51,2024-04-10,07:51,12 °C,Sunny.,15 km/h,69%,1018 mbar,16 km
2024-04-10 08:51,2024-04-10,08:51,13 °C,Sunny.,11 km/h,67%,1018 mbar,16 km
2024-04-10 09:51,2024-04-10,09:51,14 °C,Sunny.,9 km/h,64%,1018 mbar,16 km
2024-04-10 10:51,2024-04-10,10:51,15 °C,Sunny.,11 km/h,60%,1018 mbar,16 km
2024-04-10 11:59,2024-04-10,11:59,16 °C,Partly sunny.,11 km/h,60%,1019 mbar,16 km
2024-04-10 12:32,2024-04-10,12:32,17 °C,Scattered clouds.,17 km/h,56%,1018 mbar,16 km
2024-04-10 12:51,2024-04-10,12:51,16 °C,Passing clouds.,11 km/h,58%,1017 mbar,16 km
2024-04-10 13:51,2024-04-10,13:51,17 °C,Partly sunny.,11 km/h,56%,1017 mbar,16 km
2024-04-10 14:51,2024-04-10,14:51,19 °C,Scattered clouds.,13 km/h,54%,1016 mbar,16 km
2024-04-10 15:51,2024-04-10,15:51,17 °C,Overcast.,13 km/h,58%,1015 mbar,16 km
2024-04-10 16:51,2024-04-10,16:51,17 °C,Overcast.,9 km/h,56%,1016 mbar,16 km
2024-04-10 17:51,2024-04-10,17:51,16 °C,Partly sunny.,13 km/h,60%,1016 mbar,16 km
2024-04-10 18:51,2024-04-10,18:51,15 °C,Overcast.,6 km/h,64%,1016 mbar,16 km
2024-04-10 19:51,2024-04-10,19:51,13 °C,Overcast.,6 km/h,72%,1016 mbar,16 km
2024-04-10 20:51,2024-04-10,20:51,12 °C,Passing clouds.,9 km/h,74%,1017 mbar,16 km
2024-04-10 21:51,2024-04-10,21:51,12 °C,Passing clouds.,15 km/h,80%,1017 mbar,16 km
2024-04-10 23:01,2024-04-10,23:01,11 °C,Passing clouds.,11 km/h,77%,1018 mbar,16 km
2024-04-10 23:51,2024-04-10,23:51,11 °C,Low clouds.,15 km/h,80%,1017 mbar,13 km
2024-04-11 00:51,2024-04-11,00:51,11 °C,Low clouds.,6 km/h,80%,1018 mbar,14 km
2024-04-11 01:59,2024-04-11,01:59,11 °C,Passing clouds.,11 km/h,80%,1018 mbar,16 km
2024-04-11 02:28,2024-04-11,02:28,11 °C,Mostly cloudy.,13 km/h,80%,1018 mbar,16 km
2024-04-11 02:59,2024-04-11,02:59,11 °C,Low clouds.,7 km/h,80%,1017 mbar,13 km
2024-04-11 03:51,2024-04-11,03:51,11 °C,Low clouds.,11 km/h,83%,1016 mbar,8 km
2024-04-11 04:51,2024-04-11,04:51,11 °C,Low clouds.,6 km/h,86%,1015 mbar,14 km
2024-04-11 05:13,2024-04-11,05:13,11 °C,Low clouds.,13 km/h,86%,1016 mbar,13 km
2024-04-11 05:51,2024-04-11,05:51,11 °C,Low clouds.,7 km/h,86%,1015 mbar,11 km
2024-04-11 06:51,2024-04-11,06:51,11 °C,Fog.,7 km/h,89%,1016 mbar,6 km
2024-04-11 07:51,2024-04-11,07:51,11 °C,Light rain. Fog.,7 km/h,89%,1016 mbar,5 km
2024-04-11 08:18,2024-04-11,08:18,11 °C,Light rain. Fog.,N/A,89%,1017 mbar,3 km
2024-04-11 08:28,2024-04-11,08:28,11 °C,Light rain. Fog.,7 km/h,89%,1017 mbar,8 km
2024-04-11 09:02,2024-04-11,09:02,11 °C,Light rain. Fog.,No wind,89%,1017 mbar,6 km
2024-04-11 09:51,2024-04-11,09:51,12 °C,Fog.,7 km/h,89%,1016 mbar,6 km
2024-04-11 10:51,2024-04-11,10:51,12 °C,Fog.,11 km/h,86%,1016 mbar,8 km
2024-04-11 11:51,2024-04-11,11:51,13 °C,Low clouds.,9 km/h,83%,1015 mbar,10 km
2024-04-11 12:51,2024-04-11,12:51,14 °C,Passing clouds.,15 km/h,75%,1014 mbar,13 km
2024-04-11 13:51,2024-04-11,13:51,16 °C,Broken clouds.,7 km/h,69%,1013 mbar,16 km
2024-04-11 14:51,2024-04-11,14:51,16 °C,Overcast.,11 km/h,69%,1013 mbar,16 km
2024-04-11 15:51,2024-04-11,15:51,16 °C,Light rain. Low clouds.,13 km/h,80%,1012 mbar,11 km
2024-04-11 16:51,2024-04-11,16:51,16 °C,Mostly cloudy.,No wind,83%,1011 mbar,16 km
2024-04-11 17:51,2024-04-11,17:51,15 °C,Low clouds.,6 km/h,87%,1010 mbar,11 km
2024-04-11 18:51,2024-04-11,18:51,16 °C,Light rain. Fog.,11 km/h,86%,1009 mbar,10 km
2024-04-11 19:51,2024-04-11,19:51,16 °C,Rain. Fog.,N/A,90%,1008 mbar,3 km
2024-04-11 20:51,2024-04-11,20:51,16 °C,Light rain. Low clouds.,13 km/h,93%,1008 mbar,11 km
2024-04-11 21:51,2024-04-11,21:51,16 °C,Low clouds.,11 km/h,90%,1007 mbar,14 km
2024-04-11 22:51,2024-04-11,22:51,16 °C,Light rain. Fog.,7 km/h,90%,1007 mbar,6 km
2024-04-11 23:51,2024-04-11,23:51,16 °C,Fog.,17 km/h,90%,1005 mbar,10 km
2024-04-12 00:38,2024-04-12,00:38,16 °C,Light rain. Fog.,N/A,90%,1004 mbar,4 km
2024-04-12 00:51,2024-04-12,00:51,16 °C,Light rain. Low clouds.,13 km/h,90%,1004 mbar,11 km
2024-04-12 01:51,2024-04-12,01:51,16 °C,Light rain. Fog.,13 km/h,90%,1003 mbar,8 km
2024-04-12 02:51,2024-04-12,02:51,16 °C,Light rain. Fog.,17 km/h,90%,1000 mbar,6 km
2024-04-12 03:10,2024-04-12,03:10,16 °C,Light rain. Fog.,N/A,90%,1001 mbar,8 km
2024-04-12 04:23,2024-04-12,04:23,16 °C,Light rain. Fog.,N/A,90%,999 mbar,10 km
2024-04-12 04:51,2024-04-12,04:51,15 °C,Light rain. Fog.,11 km/h,90%,998 mbar,8 km
2024-04-12 05:21,2024-04-12,05:21,15 °C,Fog.,11 km/h,90%,999 mbar,10 km
2024-04-12 05:34,2024-04-12,05:34,15 °C,Fog.,N/A,90%,999 mbar,6 km
2024-04-12 06:05,2024-04-12,06:05,15 °C,Fog.,15 km/h,90%,998 mbar,8 km
2024-04-12 06:51,2024-04-12,06:51,15 °C,Fog.,17 km/h,90%,996 mbar,10 km
2024-04-12 07:28,2024-04-12,07:28,15 °C,Fog.,15 km/h,90%,997 mbar,5 km
2024-04-12 07:51,2024-04-12,07:51,14 °C,Fog.,N/A,90%,996 mbar,4 km
2024-04-12 08:10,2024-04-12,08:10,14 °C,Fog.,N/A,90%,997 mbar,3 km
2024-04-12 08:51,2024-04-12,08:51,14 °C,Fog.,11 km/h,93%,995 mbar,2 km
2024-04-12 10:13,2024-04-12,10:13,14 °C,Fog.,11 km/h,90%,995 mbar,3 km
2024-04-12 10:51,2024-04-12,10:51,15 °C,Fog.,N/A,87%,994 mbar,8 km
2024-04-12 11:21,2024-04-12,11:21,16 °C,Mostly cloudy.,13 km/h,83%,994 mbar,8 km
2024-04-12 11:51,2024-04-12,11:51,16 °C,Mostly cloudy.,19 km/h,78%,992 mbar,10 km
2024-04-12 12:34,2024-04-12,12:34,16 °C,Cloudy.,6 km/h,81%,993 mbar,8 km
2024-04-12 12:58,2024-04-12,12:58,14 °C,Rain. Cloudy.,15 km/h,84%,994 mbar,2 km
2024-04-12 13:09,2024-04-12,13:09,14 °C,Light rain. Fog.,7 km/h,87%,994 mbar,8 km
2024-04-12 13:51,2024-04-12,13:51,14 °C,Light rain. Mostly cloudy.,N/A,81%,994 mbar,14 km
2024-04-12 14:51,2024-04-12,14:51,16 °C,Broken clouds.,15 km/h,67%,994 mbar,16 km
2024-04-12 15:51,2024-04-12,15:51,17 °C,More clouds than sun.,N/A,54%,996 mbar,16 km
2024-04-12 16:51,2024-04-12,16:51,16 °C,Overcast.,13 km/h,52%,996 mbar,16 km
2024-04-12 17:51,2024-04-12,17:51,17 °C,Passing clouds.,19 km/h,47%,997 mbar,16 km
2024-04-12 18:51,2024-04-12,18:51,17 °C,Passing clouds.,15 km/h,44%,997 mbar,16 km
2024-04-12 19:51,2024-04-12,19:51,17 °C,Partly cloudy.,17 km/h,43%,998 mbar,16 km
2024-04-12 20:51,2024-04-12,20:51,15 °C,Clear.,N/A,49%,999 mbar,16 km
2024-04-12 21:51,2024-04-12,21:51,15 °C,Clear.,9 km/h,51%,999 mbar,16 km
2024-04-12 22:51,2024-04-12,22:51,14 °C,Passing clouds.,N/A,54%,999 mbar,16 km
2024-04-12 23:51,2024-04-12,23:51,14 °C,Mostly cloudy.,19 km/h,56%,999 mbar,16 km
2024-04-13 00:51,2024-04-13,00:51,13 °C,Clear.,7 km/h,58%,999 mbar,16 km
2024-04-13 01:51,2024-04-13,01:51,13 °C,Passing clouds.,9 km/h,59%,999 mbar,16 km
2024-04-13 02:51,2024-04-13,02:51,13 °C,Passing clouds.,N/A,59%,998 mbar,16 km
2024-04-13 03:51,2024-04-13,03:51,12 °C,Passing clouds.,24 km/h,57%,998 mbar,16 km
2024-04-13 04:51,2024-04-13,04:51,11 °C,Passing clouds.,19 km/h,59%,999 mbar,16 km
2024-04-13 05:51,2024-04-13,05:51,10 °C,Clear.,20 km/h,59%,1000 mbar,16 km
2024-04-13 06:51,2024-04-13,06:51,10 °C,Partly sunny.,13 km/h,54%,1001 mbar,16 km
2024-04-13 07:51,2024-04-13,07:51,10 °C,More clouds than sun.,17 km/h,59%,1001 mbar,16 km
2024-04-13 08:51,2024-04-13,08:51,11 °C,More clouds than sun.,N/A,52%,1002 mbar,16 km
2024-04-13 09:51,2024-04-13,09:51,11 °C,Mostly cloudy.,15 km/h,48%,1002 mbar,16 km
2024-04-13 10:51,2024-04-13,10:51,9 °C,Light rain. Mostly cloudy.,15 km/h,63%,1004 mbar,16 km
2024-04-13 11:51,2024-04-13,11:51,10 °C,Light rain. Overcast.,24 km/h,59%,1004 mbar,16 km
2024-04-13 12:51,2024-04-13,12:51,10 °C,Cloudy.,15 km/h,59%,1004 mbar,16 km
2024-04-13 13:51,2024-04-13,13:51,11 °C,Cloudy.,17 km/h,54%,1004 mbar,16 km
2024-04-13 14:51,2024-04-13,14:51,12 °C,Light rain. More clouds than sun.,24 km/h,48%,1004 mbar,16 km
2024-04-13 15:51,2024-04-13,15:51,12 °C,Light rain. Broken clouds.,28 km/h,47%,1005 mbar,16 km
2024-04-13 16:51,2024-04-13,16:51,12 °C,Light rain. Mostly cloudy.,22 km/h,48%,1006 mbar,16 km
2024-04-13 17:51,2024-04-13,17:51,12 °C,Light rain. Overcast.,22 km/h,47%,1006 mbar,16 km
2024-04-13 18:51,2024-04-13,18:51,12 °C,Light rain. Mostly cloudy.,19 km/h,43%,1007 mbar,16 km
2024-04-13 19:51,2024-04-13,19:51,12 °C,Light rain. Overcast.,22 km/h,43%,1008 mbar,16 km
2024-04-13 20:51,2024-04-13,20:51,11 °C,Light rain. Passing clouds.,9 km/h,45%,1010 mbar,16 km
2024-04-13 21:51,2024-04-13,21:51,11 °C,Light rain. Passing clouds.,17 km/h,46%,1010 mbar,16 km
2024-04-13 22:51,2024-04-13,22:51,11 °C,Light rain. Clear.,20 km/h,46%,1011 mbar,16 km
2024-04-13 23:51,2024-04-13,23:51,11 °C,Light rain. Clear.,19 km/h,46%,1011 mbar,16 km
2024-04-14 00:51,2024-04-14,00:51,11 °C,Clear.,26 km/h,46%,1012 mbar,16 km
2024-04-14 01:51,2024-04-14,01:51,10 °C,Clear.,17 km/h,48%,1012 mbar,16 km
2024-04-14 02:51,2024-04-14,02:51,10 °C,Clear.,11 km/h,48%,1012 mbar,16 km
2024-04-14 03:51,2024-04-14,03:51,10 °C,Clear.,9 km/h,48%,1013 mbar,16 km
2024-04-14 04:51,2024-04-14,04:51,9 °C,Clear.,N/A,50%,1013 mbar,16 km
2024-04-14 05:51,2024-04-14,05:51,9 °C,Clear.,N/A,50%,1013 mbar,16 km
2024-04-14 06:51,2024-04-14,06:51,10 °C,Sunny.,N/A,48%,1014 mbar,16 km
2024-04-14 07:51,2024-04-14,07:51,11 °C,Sunny.,9 km/h,48%,1015 mbar,16 km
2024-04-14 08:51,2024-04-14,08:51,12 °C,Sunny.,7 km/h,41%,1015 mbar,16 km
2024-04-14 09:51,2024-04-14,09:51,15 °C,Sunny.,11 km/h,35%,1014 mbar,16 km
2024-04-14 10:51,2024-04-14,10:51,17 °C,Sunny.,7 km/h,34%,1013 mbar,16 km
2024-04-14 11:51,2024-04-14,11:51,19 °C,Sunny.,13 km/h,29%,1012 mbar,16 km
2024-04-14 12:51,2024-04-14,12:51,18 °C,Sunny.,N/A,29%,1012 mbar,16 km
2024-04-14 13:51,2024-04-14,13:51,17 °C,Scattered clouds.,6 km/h,38%,1008 mbar,16 km
2024-04-14 14:51,2024-04-14,14:51,22 °C,Sunny.,N/A,29%,1007 mbar,16 km
2024-04-14 15:51,2024-04-14,15:51,23 °C,Sunny.,No wind,28%,1005 mbar,16 km
2024-04-14 16:51,2024-04-14,16:51,23 °C,Sunny.,6 km/h,29%,1004 mbar,16 km
2024-04-14 17:51,2024-04-14,17:51,23 °C,Sunny.,13 km/h,26%,1004 mbar,16 km
2024-04-14 18:51,2024-04-14,18:51,22 °C,Sunny.,No wind,29%,1004 mbar,16 km
2024-04-14 19:51,2024-04-14,19:51,17 °C,Passing clouds.,No wind,50%,1005 mbar,16 km
2024-04-14 20:51,2024-04-14,20:51,16 °C,Mostly cloudy.,6 km/h,54%,1008 mbar,16 km
2024-04-14 21:51,2024-04-14,21:51,16 °C,Light rain. Mostly cloudy.,13 km/h,80%,1006 mbar,10 km
2024-04-14 22:51,2024-04-14,22:51,18 °C,Clear.,15 km/h,63%,1006 mbar,16 km
2024-04-14 23:51,2024-04-14,23:51,17 °C,Clear.,6 km/h,68%,1006 mbar,16 km
2024-04-15 00:51,2024-04-15,00:51,17 °C,Passing clouds.,6 km/h,70%,1007 mbar,16 km
2024-04-15 01:51,2024-04-15,01:51,17 °C,Mostly cloudy.,13 km/h,73%,1007 mbar,16 km
2024-04-15 02:51,2024-04-15,02:51,17 °C,Passing clouds.,6 km/h,68%,1006 mbar,16 km
2024-04-15 03:51,2024-04-15,03:51,17 °C,Passing clouds.,No wind,70%,1006 mbar,16 km
2024-04-15 04:51,2024-04-15,04:51,17 °C,Partly cloudy.,No wind,70%,1007 mbar,16 km
2024-04-15 05:51,2024-04-15,05:51,16 °C,Clear.,6 km/h,72%,1007 mbar,16 km
2024-04-15 06:51,2024-04-15,06:51,16 °C,Sunny.,7 km/h,72%,1008 mbar,16 km
2024-04-15 07:51,2024-04-15,07:51,17 °C,Scattered clouds.,No wind,70%,1009 mbar,16 km
2024-04-15 08:51,2024-04-15,08:51,18 °C,Sunny.,7 km/h,68%,1009 mbar,16 km
2024-04-15 09:51,2024-04-15,09:51,21 °C,Sunny.,13 km/h,51%,1010 mbar,16 km
2024-04-15 10:51,2024-04-15,10:51,23 °C,Sunny.,11 km/h,29%,1010 mbar,16 km
2024-04-15 11:51,2024-04-15,11:51,26 °C,Sunny.,11 km/h,22%,1010 mbar,16 km
2024-04-15 12:51,2024-04-15,12:51,27 °C,Partly sunny.,15 km/h,20%,1009 mbar,16 km
2024-04-15 13:51,2024-04-15,13:51,27 °C,Partly sunny.,N/A,21%,1009 mbar,16 km
2024-04-15 14:51,2024-04-15,14:51,27 °C,Scattered clouds.,No wind,23%,1009 mbar,16 km
2024-04-15 15:51,2024-04-15,15:51,27 °C,Partly sunny.,17 km/h,24%,1008 mbar,16 km
2024-04-15 16:51,2024-04-15,16:51,26 °C,Scattered clouds.,9 km/h,26%,1008 mbar,16 km
2024-04-15 17:51,2024-04-15,17:51,26 °C,Sunny.,N/A,29%,1009 mbar,16 km
2024-04-15 18:51,2024-04-15,18:51,25 °C,Sunny.,N/A,29%,1009 mbar,16 km
2024-04-15 19:51,2024-04-15,19:51,23 °C,Clear.,No wind,37%,1010 mbar,16 km
2024-04-15 20:51,2024-04-15,20:51,21 °C,Clear.,17 km/h,42%,1011 mbar,16 km
2024-04-15 21:51,2024-04-15,21:51,19 °C,Clear.,19 km/h,37%,1013 mbar,16 km
2024-04-15 22:51,2024-04-15,22:51,17 °C,Clear.,15 km/h,39%,1014 mbar,16 km
2024-04-15 23:51,2024-04-15,23:51,15 °C,Clear.,N/A,44%,1016 mbar,16 km
2024-04-16 00:51,2024-04-16,00:51,14 °C,Clear.,6 km/h,44%,1017 mbar,16 km
2024-04-16 01:51,2024-04-16,01:51,14 °C,Clear.,No wind,44%,1017 mbar,16 km
2024-04-16 02:51,2024-04-16,02:51,13 °C,Clear.,6 km/h,46%,1017 mbar,16 km
2024-04-16 03:51,2024-04-16,03:51,13 °C,Clear.,6 km/h,40%,1018 mbar,16 km
2024-04-16 04:51,2024-04-16,04:51,13 °C,Clear.,7 km/h,45%,1018 mbar,16 km
2024-04-16 05:51,2024-04-16,05:51,13 °C,Clear.,7 km/h,45%,1019 mbar,16 km
2024-04-16 06:51,2024-04-16,06:51,12 °C,Sunny.,9 km/h,45%,1020 mbar,16 km
2024-04-16 07:51,2024-04-16,07:51,13 °C,Sunny.,9 km/h,44%,1020 mbar,16 km
2024-04-16 08:51,2024-04-16,08:51,14 °C,Sunny.,6 km/h,37%,1021 mbar,16 km
2024-04-16 09:51,2024-04-16,09:51,16 °C,Sunny.,N/A,35%,1021 mbar,16 km
2024-04-16 10:51,2024-04-16,10:51,17 °C,Sunny.,N/A,30%,1021 mbar,16 km
2024-04-16 11:51,2024-04-16,11:51,19 °C,Sunny.,6 km/h,23%,1021 mbar,16 km
2024-04-16 12:51,2024-04-16,12:51,20 °C,Sunny.,11 km/h,21%,1020 mbar,16 km
2024-04-16 13:51,2024-04-16,13:51,22 °C,Sunny.,7 km/h,18%,1020 mbar,16 km
2024-04-16 14:51,2024-04-16,14:51,23 °C,Sunny.,9 km/h,16%,1019 mbar,16 km
2024-04-16 15:51,2024-04-16,15:51,23 °C,Sunny.,17 km/h,15%,1019 mbar,16 km
2024-04-16 16:51,2024-04-16,16:51,23 °C,Sunny.,17 km/h,15%,1019 mbar,16 km
2024-04-16 17:51,2024-04-16,17:51,22 °C,Sunny.,N/A,18%,1019 mbar,16 km
2024-04-16 18:51,2024-04-16,18:51,21 °C,Sunny.,7 km/h,18%,1019 mbar,16 km
2024-04-16 19:51,2024-04-16,19:51,20 °C,Clear.,6 km/h,21%,1019 mbar,16 km
2024-04-16 20:51,2024-04-16,20:51,18 °C,Clear.,7 km/h,32%,1020 mbar,16 km
2024-04-16 21:51,2024-04-16,21:51,16 °C,Clear.,No wind,42%,1020 mbar,16 km
2024-04-16 22:51,2024-04-16,22:51,16 °C,Clear.,No wind,39%,1021 mbar,16 km
2024-04-16 23:51,2024-04-16,23:51,16 °C,Clear.,No wind,39%,1021 mbar,16 km
